index,id,category_id,category,name,badge,engine,entropy,standard,about
"5808","hc10000_code_04090","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05808 - HC-VRF-Omega-Lattice-04090-256-bit-v5.0","H04090","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-04090-256-bit-v5.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5809","hc10000_code_04091","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05809 - HC-AEAD-LW-Vortex-Titan-04091-256-bit-v6.3","H04091","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-04091-256-bit-v6.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5810","hc10000_code_04092","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05810 - HC-XOF-Krypton-Matrix-04092-L3-v7.6","H04092","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-04092-L3-v7.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5811","hc10000_code_04093","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05811 - HC-KDF-Radial-Prism-04093-L5-v8.9","H04093","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-04093-L5-v8.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5812","hc10000_code_04094","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05812 - HC-MAC-Nexus-Cobalt-04094-192-bit-v9.2","H04094","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-04094-192-bit-v9.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5813","hc10000_code_04095","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05813 - HC-PAKE-Vega-Solstice-04095-L1-v1.5","H04095","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-04095-L1-v1.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5814","hc10000_code_04096","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05814 - HC-ACCUM-Neon-Parallax-04096-256-bit-v2.8","H04096","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-04096-256-bit-v2.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5815","hc10000_code_04097","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05815 - HC-IBE-Axiom-Vector-04097-L3-v3.1","H04097","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-04097-L3-v3.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5816","hc10000_code_04098","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05816 - HC-ABE-Nova-Spectra-04098-L5-v4.4","H04098","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-04098-L5-v4.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5817","hc10000_code_04099","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05817 - HC-RING-Zephyr-Aurora-04099-128-bit-v5.7","H04099","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-04099-128-bit-v5.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5818","hc10000_code_04100","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05818 - HC-BLIND-Pulse-Kairo-04100-256-bit-v6.0","H04100","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-04100-256-bit-v6.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5819","hc10000_code_04101","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05819 - HC-PQC-KEM-Cipher-Quanta-04101-256-bit-v7.3","H04101","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-04101-256-bit-v7.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5820","hc10000_code_04102","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05820 - HC-PQC-SIG-Atlas-Sigma-04102-L3-v8.6","H04102","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-04102-L3-v8.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5821","hc10000_code_04103","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05821 - HC-HASH-SIG-Obsidian-Eclipse-04103-L5-v9.9","H04103","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-04103-L5-v9.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5822","hc10000_code_04104","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05822 - HC-HPKE-Helix-Falcon-04104-192-bit-v1.2","H04104","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-04104-192-bit-v1.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5823","hc10000_code_04105","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05823 - HC-ZK-Orion-Vertex-04105-L1-v2.5","H04105","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-04105-L1-v2.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5824","hc10000_code_04106","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05824 - HC-MPC-Nimbus-Chronos-04106-256-bit-v3.8","H04106","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-04106-256-bit-v3.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5825","hc10000_code_04107","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05825 - HC-FHE-Aether-Delta-04107-L3-v4.1","H04107","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-04107-L3-v4.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5826","hc10000_code_04108","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05826 - HC-THRESH-Argon-Monolith-04108-L5-v5.4","H04108","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-04108-L5-v5.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5827","hc10000_code_04109","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05827 - HC-VDF-Meridian-Zenith-04109-128-bit-v6.7","H04109","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-04109-128-bit-v6.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5828","hc10000_code_04110","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05828 - HC-VRF-Omega-Lattice-04110-256-bit-v7.0","H04110","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-04110-256-bit-v7.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5829","hc10000_code_04111","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05829 - HC-AEAD-LW-Vortex-Titan-04111-256-bit-v8.3","H04111","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-04111-256-bit-v8.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5830","hc10000_code_04112","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05830 - HC-XOF-Krypton-Matrix-04112-L3-v9.6","H04112","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-04112-L3-v9.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5831","hc10000_code_04113","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05831 - HC-KDF-Radial-Prism-04113-L5-v1.9","H04113","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-04113-L5-v1.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5832","hc10000_code_04114","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05832 - HC-MAC-Nexus-Cobalt-04114-192-bit-v2.2","H04114","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-04114-192-bit-v2.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5833","hc10000_code_04115","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05833 - HC-PAKE-Vega-Solstice-04115-L1-v3.5","H04115","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-04115-L1-v3.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5834","hc10000_code_04116","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05834 - HC-ACCUM-Neon-Parallax-04116-256-bit-v4.8","H04116","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-04116-256-bit-v4.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5835","hc10000_code_04117","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05835 - HC-IBE-Axiom-Vector-04117-L3-v5.1","H04117","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-04117-L3-v5.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5836","hc10000_code_04118","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05836 - HC-ABE-Nova-Spectra-04118-L5-v6.4","H04118","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-04118-L5-v6.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5837","hc10000_code_04119","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05837 - HC-RING-Zephyr-Aurora-04119-128-bit-v7.7","H04119","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-04119-128-bit-v7.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5838","hc10000_code_04120","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05838 - HC-BLIND-Pulse-Kairo-04120-256-bit-v8.0","H04120","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-04120-256-bit-v8.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5839","hc10000_code_04121","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05839 - HC-PQC-KEM-Cipher-Quanta-04121-256-bit-v9.3","H04121","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-04121-256-bit-v9.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5840","hc10000_code_04122","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05840 - HC-PQC-SIG-Atlas-Sigma-04122-L3-v1.6","H04122","PQC-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-SIG profile","HC-PQC-SIG-Atlas-Sigma-04122-L3-v1.6: firma digital post-cuantica. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5841","hc10000_code_04123","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05841 - HC-HASH-SIG-Obsidian-Eclipse-04123-L5-v2.9","H04123","HASH-SIG - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod HASH-SIG profile","HC-HASH-SIG-Obsidian-Eclipse-04123-L5-v2.9: firma basada en hash. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5842","hc10000_code_04124","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05842 - HC-HPKE-Helix-Falcon-04124-192-bit-v3.2","H04124","HPKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod HPKE profile","HC-HPKE-Helix-Falcon-04124-192-bit-v3.2: cifrado publico hibrido. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5843","hc10000_code_04125","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05843 - HC-ZK-Orion-Vertex-04125-L1-v4.5","H04125","ZK - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod ZK profile","HC-ZK-Orion-Vertex-04125-L1-v4.5: prueba de conocimiento cero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5844","hc10000_code_04126","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05844 - HC-MPC-Nimbus-Chronos-04126-256-bit-v5.8","H04126","MPC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod MPC profile","HC-MPC-Nimbus-Chronos-04126-256-bit-v5.8: computacion multipartita segura. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5845","hc10000_code_04127","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05845 - HC-FHE-Aether-Delta-04127-L3-v6.1","H04127","FHE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","832 bits","Hashcod FHE profile","HC-FHE-Aether-Delta-04127-L3-v6.1: cifrado homomorfico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5846","hc10000_code_04128","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05846 - HC-THRESH-Argon-Monolith-04128-L5-v7.4","H04128","THRESH - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod THRESH profile","HC-THRESH-Argon-Monolith-04128-L5-v7.4: criptografia de umbral. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5847","hc10000_code_04129","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05847 - HC-VDF-Meridian-Zenith-04129-128-bit-v8.7","H04129","VDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod VDF profile","HC-VDF-Meridian-Zenith-04129-128-bit-v8.7: funcion de retardo verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5848","hc10000_code_04130","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05848 - HC-VRF-Omega-Lattice-04130-256-bit-v9.0","H04130","VRF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod VRF profile","HC-VRF-Omega-Lattice-04130-256-bit-v9.0: funcion aleatoria verificable. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5849","hc10000_code_04131","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05849 - HC-AEAD-LW-Vortex-Titan-04131-256-bit-v1.3","H04131","AEAD-LW - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","640 bits","Hashcod AEAD-LW profile","HC-AEAD-LW-Vortex-Titan-04131-256-bit-v1.3: cifrado autenticado ligero. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5850","hc10000_code_04132","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05850 - HC-XOF-Krypton-Matrix-04132-L3-v2.6","H04132","XOF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod XOF profile","HC-XOF-Krypton-Matrix-04132-L3-v2.6: funcion de salida extensible. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5851","hc10000_code_04133","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05851 - HC-KDF-Radial-Prism-04133-L5-v3.9","H04133","KDF - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod KDF profile","HC-KDF-Radial-Prism-04133-L5-v3.9: derivacion segura de claves. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5852","hc10000_code_04134","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05852 - HC-MAC-Nexus-Cobalt-04134-192-bit-v4.2","H04134","MAC - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod MAC profile","HC-MAC-Nexus-Cobalt-04134-192-bit-v4.2: autenticacion de mensajes. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5853","hc10000_code_04135","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05853 - HC-PAKE-Vega-Solstice-04135-L1-v5.5","H04135","PAKE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod PAKE profile","HC-PAKE-Vega-Solstice-04135-L1-v5.5: intercambio seguro con contrasena. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5854","hc10000_code_04136","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05854 - HC-ACCUM-Neon-Parallax-04136-256-bit-v6.8","H04136","ACCUM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod ACCUM profile","HC-ACCUM-Neon-Parallax-04136-256-bit-v6.8: acumulador criptografico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5855","hc10000_code_04137","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05855 - HC-IBE-Axiom-Vector-04137-L3-v7.1","H04137","IBE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","768 bits","Hashcod IBE profile","HC-IBE-Axiom-Vector-04137-L3-v7.1: cifrado basado en identidad. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5856","hc10000_code_04138","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05856 - HC-ABE-Nova-Spectra-04138-L5-v8.4","H04138","ABE - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","800 bits","Hashcod ABE profile","HC-ABE-Nova-Spectra-04138-L5-v8.4: cifrado basado en atributos. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5857","hc10000_code_04139","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05857 - HC-RING-Zephyr-Aurora-04139-128-bit-v9.7","H04139","RING - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod RING profile","HC-RING-Zephyr-Aurora-04139-128-bit-v9.7: firma de anillo. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5858","hc10000_code_04140","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05858 - HC-BLIND-Pulse-Kairo-04140-256-bit-v1.0","H04140","BLIND - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","704 bits","Hashcod BLIND profile","HC-BLIND-Pulse-Kairo-04140-256-bit-v1.0: firma ciega. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
"5859","hc10000_code_04141","hashcod_advanced_8282","Hashcod Advanced Codes 8282","Hashcod Variant 05859 - HC-PQC-KEM-Cipher-Quanta-04141-256-bit-v2.3","H04141","PQC-KEM - HMAC-SHA256 + SHA-512 + SHA-256 binding + salt/nonce","896 bits","Hashcod PQC-KEM profile","HC-PQC-KEM-Cipher-Quanta-04141-256-bit-v2.3: intercambio de claves post-cuantico. Generates a sealed Hashcod packet with payload, salt, nonce, route, HMAC binding, SHA-512 digest, SHA-256 binding, timestamp and checksum while preserving the practical purpose of the selected cryptographic family."
